id,catalog,messier,caldwell,ngc_ic,name,all_ids,type,mag,constellation,size_arcmin,ra_deg,dec_deg,season
NGC0191,NGC,,,NGC 191,,NGC 191,G,13.81,Cetus,1.00,9.74767,-9.00261,Autumn
NGC0191A,NGC,,,NGC 191A,,"NGC 191A,IC 1563",G,14.59,Cetus,0.87,9.75100,-9.01458,Autumn
NGC0192,NGC,,,NGC 192,,NGC 192,G,12.64,Cetus,2.06,9.80596,0.86433,Autumn
NGC0193,NGC,,,NGC 193,,NGC 193,G,12.3,Pisces,2.07,9.82746,3.33111,Autumn
NGC0194,NGC,,,NGC 194,,NGC 194,G,12.13,Pisces,1.73,9.82675,3.03744,Autumn
NGC0195,NGC,,,NGC 195,,NGC 195,G,13.45,Cetus,1.22,9.89912,-9.19453,Autumn
NGC0196,NGC,,,NGC 196,,NGC 196,G,13.49,Cetus,1.27,9.82433,0.91275,Autumn
NGC0197,NGC,,,NGC 197,,NGC 197,G,13.53,Cetus,0.94,9.82829,0.89192,Autumn
NGC0198,NGC,,,NGC 198,,NGC 198,G,13.1,Pisces,1.28,9.84575,2.79792,Autumn
NGC0199,NGC,,,NGC 199,,NGC 199,G,14.61,Pisces,1.14,9.88821,3.13853,Autumn
NGC0200,NGC,,,NGC 200,,NGC 200,G,12.65,Pisces,1.80,9.89533,2.88744,Autumn
NGC0201,NGC,,,NGC 201,,NGC 201,G,12.99,Cetus,1.71,9.89508,0.85989,Autumn
NGC0202,NGC,,,NGC 202,,NGC 202,G,15.45,Pisces,0.96,9.91604,3.53628,Autumn
NGC0203,NGC,,,NGC 203,,"NGC 203,NGC 211",G,14.92,Pisces,0.98,9.91471,3.44289,Autumn
NGC0204,NGC,,,NGC 204,,NGC 204,G,12.96,Pisces,1.40,9.93446,3.29958,Autumn
NGC0205,Messier,M110,,NGC 205,,"M110,NGC 205",G,8.15,Andromeda,16.22,10.09200,41.68531,Autumn
NGC0206,NGC,,,NGC 206,,NGC 206,*Ass,,Andromeda,,10.13042,40.73928,Autumn
NGC0207,NGC,,,NGC 207,,NGC 207,G,14.74,Cetus,0.91,9.91962,-14.23708,Autumn
NGC0208,NGC,,,NGC 208,,NGC 208,G,15.45,Pisces,0.77,10.07325,2.75650,Autumn
NGC0209,NGC,,,NGC 209,,NGC 209,G,14.09,Cetus,1.14,9.76500,-18.60828,Autumn
NGC0210,NGC,,,NGC 210,,NGC 210,G,11.12,Cetus,4.98,10.14592,-13.87281,Autumn
NGC0212,NGC,,,NGC 212,,NGC 212,G,15.4,Phoenix,1.91,10.05554,-56.15303,Unknown
NGC0213,NGC,,,NGC 213,,NGC 213,G,14.72,Pisces,1.44,10.29167,16.46939,Autumn
NGC0214,NGC,,,NGC 214,,NGC 214,G,12.21,Andromeda,1.87,10.36679,25.49944,Autumn
NGC0215,NGC,,,NGC 215,,NGC 215,G,14.09,Phoenix,1.15,10.20362,-56.21406,Unknown
NGC0216,NGC,,,NGC 216,,NGC 216,G,13.21,Cetus,1.35,10.36313,-21.04544,Autumn
NGC0217,NGC,,,NGC 217,,NGC 217,G,12.1,Cetus,3.20,10.39121,-10.02142,Autumn
NGC0218,NGC,,,NGC 218,,NGC 218,G,13.53,Andromeda,1.32,11.63329,36.32561,Autumn
NGC0219,NGC,,,NGC 219,,NGC 219,G,15.23,Cetus,0.59,10.54712,0.90456,Autumn
NGC0220,NGC,,,NGC 220,,NGC 220,OCl,14.39,Tucana,1.20,10.12454,-73.40397,Unknown
NGC0221,Messier,M32,,NGC 221,,"M32,NGC 221",G,8.13,Andromeda,7.74,10.67429,40.86528,Autumn
NGC0222,NGC,,,NGC 222,,NGC 222,OCl,12.64,Tucana,1.20,10.18213,-73.38569,Unknown
NGC0223,NGC,,,NGC 223,,"NGC 223,IC 44",G,14.33,Cetus,1.18,10.56617,0.84550,Autumn
NGC0224,Messier,M31,,NGC 224,Andromeda Galaxy,"M31,NGC 224,Andromeda Galaxy",G,3.44,Andromeda,177.83,10.68479,41.26906,Autumn
NGC0225,NGC,,,NGC 225,,NGC 225,OCl,7,Cassiopeia,4.20,10.90158,61.76694,Autumn
NGC0226,NGC,,,NGC 226,,NGC 226,G,14.38,Andromeda,0.79,10.72517,32.58097,Autumn
NGC0227,NGC,,,NGC 227,,NGC 227,G,12.16,Cetus,1.91,10.65346,-1.52878,Autumn
NGC0228,NGC,,,NGC 228,,NGC 228,G,14.82,Andromeda,0.89,10.72713,23.50306,Autumn
NGC0229,NGC,,,NGC 229,,NGC 229,G,14.62,Andromeda,1.08,10.76933,23.50911,Autumn
NGC0230,NGC,,,NGC 230,,NGC 230,G,15.61,Cetus,1.30,10.61321,-23.62881,Autumn
NGC0231,NGC,,,NGC 231,,NGC 231,OCl,12.87,Tucana,1.80,10.27679,-73.35242,Unknown
NGC0232,NGC,,,NGC 232,,"NGC 232,NGC 232W",G,14.46,Cetus,0.98,10.69092,-23.56136,Autumn
NGC0233,NGC,,,NGC 233,,NGC 233,G,13.76,Andromeda,1.25,10.90233,30.58700,Autumn
NGC0234,NGC,,,NGC 234,,NGC 234,G,13.43,Pisces,1.57,10.88496,14.34256,Autumn
NGC0235,NGC,,,NGC 235,,NGC 235,GPair,,Cetus,2.00,10.72167,-23.54333,Autumn
NGC0235A,NGC,,,NGC 235A,,"NGC 235A,NGC 232E",G,13.55,Cetus,1.38,10.72004,-23.54103,Autumn
NGC0235B,NGC,,,NGC 235B,,NGC 235B,G,13.97,Cetus,1.29,10.72333,-23.54556,Autumn
NGC0236,NGC,,,NGC 236,,NGC 236,G,14.44,Pisces,1.15,10.86475,2.95819,Autumn
NGC0237,NGC,,,NGC 237,,NGC 237,G,13.6,Cetus,1.30,10.86600,-0.12492,Autumn
NGC0238,NGC,,,NGC 238,,NGC 238,G,12.51,Phoenix,2.02,10.85729,-50.18283,Unknown
NGC0239,NGC,,,NGC 239,,NGC 239,G,14.28,Cetus,0.94,11.15629,-3.75925,Autumn
NGC0240,NGC,,,NGC 240,,NGC 240,G,14.72,Pisces,1.35,11.25804,6.11336,Autumn
NGC0241,NGC,,,NGC 241,,NGC 241,OCl,,Tucana,0.95,10.88138,-73.44047,Unknown
NGC0242,NGC,,,NGC 242,,NGC 242,OCl,12.1,Tucana,0.75,10.89075,-73.44631,Unknown
NGC0243,NGC,,,NGC 243,,NGC 243,G,14.53,Andromeda,0.92,11.50363,29.95950,Autumn
NGC0244,NGC,,,NGC 244,,NGC 244,G,13.79,Cetus,1.04,11.44346,-15.59689,Autumn
NGC0245,NGC,,,NGC 245,,NGC 245,G,12.35,Cetus,1.20,11.52246,-1.72339,Autumn
NGC0246,Caldwell,,C56,NGC 246,,"C56,NGC 246",PN,10.9,Cetus,4.08,11.76400,-11.87194,Autumn
NGC0247,Caldwell,,C62,NGC 247,,"C62,NGC 247",G,9.21,Cetus,19.68,11.78562,-20.76039,Autumn
NGC0247A,NGC,,,NGC 247A,,NGC 247A,G,17.22,Cetus,0.52,11.86725,-20.39764,Autumn
NGC0247B,NGC,,,NGC 247B,,NGC 247B,G,14.43,Cetus,1.05,11.89646,-20.42869,Autumn
NGC0247C,NGC,,,NGC 247C,,NGC 247C,GPair,16.39,Cetus,0.55,11.90713,-20.45281,Autumn
NGC0247D,NGC,,,NGC 247D,,NGC 247D,G,15.7,Cetus,0.61,11.90413,-20.48600,Autumn
NGC0248,NGC,,,NGC 248,,NGC 248,Cl+N,,Tucana,1.40,11.35017,-73.37981,Unknown
NGC0249,NGC,,,NGC 249,,NGC 249,HII,13.8,Tucana,1.10,11.38692,-73.08008,Unknown
NGC0250,NGC,,,NGC 250,,NGC 250,G,14.83,Pisces,1.28,11.81671,7.91003,Autumn
NGC0251,NGC,,,NGC 251,,NGC 251,G,12.6,Pisces,1.73,11.97512,19.59683,Autumn
NGC0252,NGC,,,NGC 252,,NGC 252,G,12.49,Andromeda,1.62,12.00625,27.62364,Autumn
NGC0253,Caldwell,,C65,NGC 253,Sculptor Filament,"C65,NGC 253,Sculptor Filament,Silver Coin",G,11.11,Sculptor,26.79,11.88800,-25.28822,Autumn
NGC0254,NGC,,,NGC 254,,NGC 254,G,11.67,Sculptor,2.77,11.86504,-31.42175,Unknown
NGC0255,NGC,,,NGC 255,,NGC 255,G,11.93,Cetus,2.04,11.94712,-11.46869,Autumn
NGC0256,NGC,,,NGC 256,,NGC 256,OCl,12.5,Tucana,0.90,11.47221,-73.50683,Unknown
NGC0257,NGC,,,NGC 257,,NGC 257,G,12.62,Pisces,1.83,12.00629,8.29708,Autumn
NGC0258,NGC,,,NGC 258,,NGC 258,G,15.23,Andromeda,0.51,12.05329,27.65719,Autumn
NGC0259,NGC,,,NGC 259,,NGC 259,G,13.7,Cetus,2.86,12.01371,-2.77533,Autumn
NGC0260,NGC,,,NGC 260,,NGC 260,G,14.27,Andromeda,0.76,12.14438,27.69244,Autumn
NGC0261,NGC,,,NGC 261,,NGC 261,Neb,13,Tucana,1.30,11.61629,-73.10364,Unknown
NGC0262,NGC,,,NGC 262,,NGC 262,G,14.38,Andromeda,1.17,12.19642,31.95697,Autumn
NGC0263,NGC,,,NGC 263,,NGC 263,G,15.11,Cetus,0.80,12.20196,-13.10739,Autumn
NGC0264,NGC,,,NGC 264,,NGC 264,G,14.5,Sculptor,1.26,12.08725,-38.23436,Unknown
NGC0265,NGC,,,NGC 265,,NGC 265,OCl,12.17,Tucana,1.20,11.79233,-73.47717,Unknown
NGC0266,NGC,,,NGC 266,,NGC 266,G,11.82,Pisces,2.92,12.44917,32.27772,Autumn
NGC0267,NGC,,,NGC 267,,NGC 267,OCl,,Tucana,2.00,12.01208,-73.27403,Unknown
NGC0268,NGC,,,NGC 268,,NGC 268,G,13.03,Cetus,1.42,12.53983,-5.19372,Autumn
NGC0269,NGC,,,NGC 269,,NGC 269,OCl,12.59,Tucana,1.20,12.09179,-73.53153,Unknown
NGC0270,NGC,,,NGC 270,,NGC 270,G,13.78,Cetus,1.77,12.63550,-8.65164,Autumn
NGC0271,NGC,,,NGC 271,,NGC 271,G,13.2,Cetus,2.38,12.67442,-1.91025,Autumn
NGC0272,NGC,,,NGC 272,,NGC 272,OCl,,Andromeda,,12.85483,35.82175,Autumn
NGC0273,NGC,,,NGC 273,,NGC 273,G,12.92,Cetus,1.96,12.70188,-6.88569,Autumn
NGC0274,NGC,,,NGC 274,,NGC 274,G,13.38,Cetus,1.27,12.75775,-7.05694,Autumn
NGC0275,NGC,,,NGC 275,,NGC 275,G,12.43,Cetus,1.75,12.76750,-7.06667,Autumn
NGC0276,NGC,,,NGC 276,,"NGC 276,IC 1591",G,15.85,Cetus,1.10,13.02737,-22.68014,Autumn
NGC0277,NGC,,,NGC 277,,NGC 277,G,14.36,Cetus,1.34,12.82179,-8.59683,Autumn
NGC0278,NGC,,,NGC 278,,NGC 278,G,10.85,Cassiopeia,2.36,13.01796,47.55050,Autumn
NGC0279,NGC,,,NGC 279,,NGC 279,G,13.96,Cetus,1.41,13.03729,-2.21844,Autumn
NGC0280,NGC,,,NGC 280,,NGC 280,G,14.55,Andromeda,1.00,13.12608,24.35058,Autumn
NGC0281,NGC,,,NGC 281,,"NGC 281,IC 11",HII,,Cassiopeia,35.00,13.24729,56.62189,Autumn
NGC0282,NGC,,,NGC 282,,NGC 282,G,14.59,Pisces,1.25,13.17563,30.63906,Autumn
NGC0283,NGC,,,NGC 283,,NGC 283,G,15.36,Cetus,1.14,13.30504,-13.16389,Autumn
NGC0284,NGC,,,NGC 284,,NGC 284,G,15.93,Cetus,0.62,13.35112,-13.15886,Autumn
NGC0285,NGC,,,NGC 285,,NGC 285,G,16.13,Cetus,0.76,13.37454,-13.16072,Autumn
NGC0286,NGC,,,NGC 286,,NGC 286,G,15.33,Cetus,0.88,13.37658,-13.11278,Autumn
NGC0287,NGC,,,NGC 287,,NGC 287,G,14.74,Pisces,0.83,13.36787,32.48231,Autumn
NGC0288,NGC,,,NGC 288,,NGC 288,GCl,8.13,Sculptor,9.60,13.19771,-26.58989,Autumn
NGC0289,NGC,,,NGC 289,,NGC 289,G,11.18,Sculptor,3.36,13.17650,-31.20583,Unknown
NGC0290,NGC,,,NGC 290,,NGC 290,OCl,11.71,Tucana,1.10,12.80908,-73.16153,Unknown
NGC0291,NGC,,,NGC 291,,NGC 291,G,14.64,Cetus,0.98,13.37467,-8.76781,Autumn
NGC0292,NGC,,,NGC 292,Small Magellanic Cloud,"NGC 292,Small Magellanic Cloud",G,2.3,Tucana,299.92,13.18658,-72.82861,Unknown
NGC0293,NGC,,,NGC 293,,NGC 293,G,15.05,Cetus,1.12,13.56650,-7.23547,Autumn
NGC0294,NGC,,,NGC 294,,NGC 294,OCl,12.24,Tucana,1.70,13.26962,-73.38036,Unknown
NGC0295,NGC,,,NGC 295,,NGC 295,G,14.98,Pisces,0.59,14.88450,31.79806,Autumn
NGC0296,NGC,,,NGC 296,,NGC 296,G,12.29,Pisces,2.23,13.78129,31.54228,Autumn
NGC0297,NGC,,,NGC 297,,NGC 297,G,16.88,Cetus,0.35,13.74558,-7.34967,Autumn
NGC0298,NGC,,,NGC 298,,NGC 298,G,16.52,Cetus,1.47,13.75979,-7.33308,Autumn
NGC0299,NGC,,,NGC 299,,NGC 299,OCl,11.73,Tucana,0.90,13.35029,-72.19711,Unknown
NGC0300,Caldwell,,C70,NGC 300,,"C70,NGC 300",G,8.66,Sculptor,19.41,13.72283,-37.68439,Unknown
NGC0301,NGC,,,NGC 301,,NGC 301,G,15.62,Cetus,0.64,14.07646,-10.67389,Autumn
NGC0302,NGC,,,NGC 302,,NGC 302,*,,Cetus,,14.10546,-10.66322,Autumn
NGC0303,NGC,,,NGC 303,,NGC 303,G,15.35,Cetus,0.73,13.72796,-16.65461,Autumn
NGC0304,NGC,,,NGC 304,,NGC 304,G,12.67,Andromeda,1.17,14.02508,24.12689,Autumn
NGC0305,NGC,,,NGC 305,,NGC 305,Other,,Pisces,,14.08717,12.06511,Autumn
NGC0306,NGC,,,NGC 306,,NGC 306,OCl,12.07,Tucana,1.10,13.55908,-72.24233,Unknown
NGC0307,NGC,,,NGC 307,,NGC 307,G,12.79,Cetus,1.61,14.13575,-1.77194,Autumn
NGC0308,NGC,,,NGC 308,,NGC 308,*,,Cetus,,14.14258,-1.78392,Autumn
NGC0309,NGC,,,NGC 309,,NGC 309,G,12.17,Cetus,2.23,14.17775,-9.91386,Autumn
NGC0310,NGC,,,NGC 310,,NGC 310,*,,Cetus,,14.19992,-1.76578,Autumn
NGC0311,NGC,,,NGC 311,,NGC 311,G,13,Pisces,1.36,14.38638,30.28075,Autumn
NGC0312,NGC,,,NGC 312,,NGC 312,G,12.39,Phoenix,1.84,14.06638,-52.78269,Unknown
NGC0313,NGC,,,NGC 313,,NGC 313,Other,,Pisces,,14.44017,30.36608,Autumn
NGC0314,NGC,,,NGC 314,,NGC 314,G,14.4,Sculptor,1.00,14.21837,-31.96297,Unknown
NGC0315,NGC,,,NGC 315,,NGC 315,G,11.6,Pisces,2.86,14.45367,30.35244,Autumn
NGC0316,NGC,,,NGC 316,,NGC 316,*,16.8,Pisces,,14.46854,30.35431,Autumn
NGC0317,NGC,,,NGC 317,,NGC 317,GPair,,Andromeda,1.83,14.41542,43.79639,Autumn
NGC0317A,NGC,,,NGC 317A,,NGC 317A,G,13.56,Andromeda,1.21,14.41271,43.80078,Autumn
NGC0317B,NGC,,,NGC 317B,,NGC 317B,G,13.94,Andromeda,0.97,14.41854,43.79225,Autumn
NGC0318,NGC,,,NGC 318,,NGC 318,G,15.26,Pisces,0.60,14.52179,30.42553,Autumn
NGC0319,NGC,,,NGC 319,,NGC 319,G,14.3,Phoenix,1.00,14.24000,-43.83878,Unknown
NGC0320,NGC,,,NGC 320,,NGC 320,G,14.62,Cetus,0.89,14.69388,-20.84008,Autumn
NGC0321,NGC,,,NGC 321,,NGC 321,G,15.81,Cetus,0.45,14.41346,-5.08619,Autumn
NGC0322,NGC,,,NGC 322,,NGC 322,G,14.33,Phoenix,1.15,14.29171,-43.72708,Unknown
NGC0323,NGC,,,NGC 323,,NGC 323,G,12.53,Phoenix,1.82,14.17354,-52.97592,Unknown
NGC0324,NGC,,,NGC 324,,NGC 324,G,12.81,Phoenix,1.48,14.31158,-40.95911,Unknown
NGC0325,NGC,,,NGC 325,,NGC 325,G,14.92,Cetus,1.19,14.44946,-5.11208,Autumn
NGC0326,NGC,,,NGC 326,,NGC 326,GPair,,Pisces,1.00,14.59458,26.86528,Autumn
NGC0326 NED01,NGC,,,NGC0326 NED01,,NGC0326 NED01,G,13.26,Pisces,1.00,14.59433,26.86625,Autumn
NGC0326 NED02,NGC,,,NGC0326 NED02,,NGC0326 NED02,G,,Pisces,0.17,14.59521,26.86456,Autumn
NGC0327,NGC,,,NGC 327,,NGC 327,G,13.42,Cetus,1.39,14.48067,-5.13042,Autumn
NGC0328,NGC,,,NGC 328,,NGC 328,G,14.07,Phoenix,2.46,14.23987,-52.92392,Unknown
NGC0329,NGC,,,NGC 329,,NGC 329,G,13.27,Cetus,1.59,14.50667,-5.07122,Autumn
NGC0330,NGC,,,NGC 330,,NGC 330,OCl,9.55,Tucana,2.80,14.07354,-72.46294,Unknown
NGC0331,NGC,,,NGC 331,,NGC 331,G,15.51,Cetus,0.96,11.77858,-2.73114,Autumn
NGC0332,NGC,,,NGC 332,,NGC 332,G,14.82,Pisces,1.37,14.70471,7.11131,Autumn
NGC0333,NGC,,,NGC 333,,NGC 333,GPair,,Cetus,1.50,14.71333,-16.47028,Autumn
NGC0333A,NGC,,,NGC 333A,,NGC 333A,G,16,Cetus,0.41,14.71379,-16.46919,Autumn
NGC0333B,NGC,,,NGC 333B,,NGC 333B,G,14.9,Cetus,1.50,14.71288,-16.47144,Autumn
NGC0334,NGC,,,NGC 334,,NGC 334,G,14.62,Sculptor,1.08,14.70754,-35.11603,Unknown
NGC0335,NGC,,,NGC 335,,NGC 335,G,15.16,Cetus,1.28,14.83242,-18.23467,Autumn
NGC0336,NGC,,,NGC 336,,NGC 336,G,15.48,Cetus,0.75,14.51179,-18.38433,Autumn
NGC0337,NGC,,,NGC 337,,NGC 337,G,11.48,Cetus,2.92,14.95871,-7.57797,Autumn
NGC0337A,NGC,,,NGC 337A,,NGC 337A,G,12.37,Cetus,2.63,15.39125,-7.58825,Autumn
NGC0338,NGC,,,NGC 338,,NGC 338,G,12.7,Pisces,1.75,15.15171,30.66897,Autumn
NGC0339,NGC,,,NGC 339,,NGC 339,GCl,12.21,Tucana,2.90,14.42525,-74.47339,Unknown
NGC0340,NGC,,,NGC 340,,NGC 340,G,14.52,Cetus,0.94,15.14533,-6.86658,Autumn
NGC0341,NGC,,,NGC 341,,NGC 341,G,13.97,Cetus,1.25,15.19096,-9.18569,Autumn
NGC0342,NGC,,,NGC 342,,NGC 342,G,15.43,Cetus,0.91,15.20775,-6.77256,Autumn
NGC0343,NGC,,,NGC 343,,NGC 343,G,16.56,Cetus,0.72,14.59971,-23.22522,Autumn
NGC0344,NGC,,,NGC 344,,NGC 344,G,16.87,Cetus,0.28,14.60600,-23.22922,Autumn
NGC0345,NGC,,,NGC 345,,NGC 345,G,14.86,Cetus,0.98,15.34208,-6.88428,Autumn
NGC0346,NGC,,,NGC 346,,NGC 346,OCl,,Tucana,8.50,14.77100,-72.17711,Unknown
NGC0347,NGC,,,NGC 347,,NGC 347,G,15.71,Cetus,0.60,15.39650,-6.73367,Autumn
NGC0348,NGC,,,NGC 348,,NGC 348,G,14.59,Phoenix,0.84,15.21671,-53.24450,Unknown
NGC0349,NGC,,,NGC 349,,NGC 349,G,14.05,Cetus,1.34,15.46146,-6.79981,Autumn
NGC0350,NGC,,,NGC 350,,NGC 350,G,15.43,Cetus,0.79,15.48629,-6.79572,Autumn
NGC0351,NGC,,,NGC 351,,NGC 351,G,14.12,Cetus,1.53,15.49100,-1.93675,Autumn
NGC0352,NGC,,,NGC 352,,NGC 352,G,12.59,Cetus,2.29,15.53838,-4.24547,Autumn
NGC0353,NGC,,,NGC 353,,NGC 353,G,14.63,Cetus,1.26,15.60221,-1.95886,Autumn
NGC0354,NGC,,,NGC 354,,NGC 354,G,14.16,Pisces,0.90,15.81829,22.34267,Autumn
NGC0355,NGC,,,NGC 355,,NGC 355,G,16.43,Cetus,0.73,15.77908,-6.32400,Autumn
NGC0356,NGC,,,NGC 356,,NGC 356,G,14.08,Cetus,1.75,15.77958,-6.98836,Autumn
NGC0357,NGC,,,NGC 357,,NGC 357,G,12.02,Cetus,2.11,15.84117,-6.33922,Autumn
NGC0358,NGC,,,NGC 358,,NGC 358,Other,,Cassiopeia,,16.29554,62.02044,Autumn
NGC0359,NGC,,,NGC 359,,NGC 359,G,14.42,Cetus,1.28,16.07067,-0.76492,Autumn
NGC0360,NGC,,,NGC 360,,NGC 360,G,13.43,Tucana,3.99,15.71438,-65.60997,Unknown
NGC0361,NGC,,,NGC 361,,NGC 361,OCl,11.77,Tucana,2.60,15.54233,-71.60475,Unknown
NGC0362,Caldwell,,C104,NGC 362,,"C104,NGC 362",GCl,6.58,Tucana,8.70,15.80929,-70.84822,Unknown
NGC0363,NGC,,,NGC 363,,NGC 363,G,15.64,Cetus,0.82,16.56579,-16.54275,Autumn
NGC0364,NGC,,,NGC 364,,NGC 364,G,14.24,Cetus,1.40,16.17012,-0.80275,Autumn
NGC0365,NGC,,,NGC 365,,NGC 365,G,14.25,Sculptor,1.01,16.07800,-35.12142,Unknown
NGC0366,NGC,,,NGC 366,,NGC 366,OCl,,Cassiopeia,5.10,16.60829,62.22892,Autumn
NGC0367,NGC,,,NGC 367,,NGC 367,G,15.45,Cetus,0.96,16.45371,-12.12847,Autumn
NGC0368,NGC,,,NGC 368,,NGC 368,G,14.7,Phoenix,0.72,16.09183,-43.27675,Unknown
NGC0369,NGC,,,NGC 369,,NGC 369,G,14.58,Cetus,0.95,16.28712,-17.75919,Autumn
NGC0370,NGC,,,NGC 370,,"NGC 370,NGC 372",Other,,Pisces,,16.68579,32.42869,Autumn
NGC0371,NGC,,,NGC 371,,NGC 371,OCl,,Tucana,4.20,15.87304,-72.05683,Unknown
NGC0373,NGC,,,NGC 373,,NGC 373,G,15.94,Pisces,0.52,16.74254,32.30847,Autumn
NGC0374,NGC,,,NGC 374,,NGC 374,G,14.23,Pisces,1.30,16.77408,32.79511,Autumn
NGC0375,NGC,,,NGC 375,,NGC 375,G,14.29,Pisces,0.48,16.77467,32.34817,Autumn
NGC0376,NGC,,,NGC 376,,NGC 376,OCl,10.9,Tucana,1.80,15.97271,-72.82367,Unknown
NGC0377,NGC,,,NGC 377,,NGC 377,G,16.31,Cetus,0.98,16.64508,-20.33256,Autumn
NGC0378,NGC,,,NGC 378,,NGC 378,G,13.8,Sculptor,1.52,16.55088,-30.17814,Unknown
NGC0379,NGC,,,NGC 379,,NGC 379,G,12.76,Pisces,1.41,16.81537,32.52036,Autumn
NGC0380,NGC,,,NGC 380,,NGC 380,G,12.48,Pisces,1.45,16.82329,32.48292,Autumn
NGC0381,NGC,,,NGC 381,,NGC 381,OCl,9.3,Cassiopeia,6.00,17.07504,61.58328,Autumn
NGC0382,NGC,,,NGC 382,,NGC 382,G,14.48,Pisces,0.24,16.84946,32.40386,Autumn
NGC0383,NGC,,,NGC 383,,NGC 383,G,12.14,Pisces,2.39,16.85400,32.41256,Autumn
NGC0384,NGC,,,NGC 384,,NGC 384,G,13.08,Pisces,1.10,16.85458,32.29244,Autumn
NGC0385,NGC,,,NGC 385,,NGC 385,G,12.94,Pisces,1.21,16.86354,32.31953,Autumn
NGC0386,NGC,,,NGC 386,,NGC 386,G,14.28,Pisces,0.46,16.88038,32.36200,Autumn
NGC0387,NGC,,,NGC 387,,NGC 387,G,16.49,Pisces,0.42,16.88775,32.39111,Autumn
NGC0388,NGC,,,NGC 388,,NGC 388,G,14.36,Pisces,0.58,16.94646,32.30997,Autumn
NGC0389,NGC,,,NGC 389,,NGC 389,G,14.93,Andromeda,1.26,17.12471,39.69544,Autumn
NGC0390,NGC,,,NGC 390,,NGC 390,*,,Pisces,,16.97396,32.43311,Autumn
NGC0391,NGC,,,NGC 391,,NGC 391,G,14.33,Cetus,0.98,16.84408,0.92594,Autumn
NGC0392,NGC,,,NGC 392,,NGC 392,G,12.71,Pisces,1.36,17.09775,33.13361,Autumn
NGC0393,NGC,,,NGC 393,,NGC 393,G,12.54,Andromeda,1.64,17.15396,39.64431,Autumn
NGC0394,NGC,,,NGC 394,,NGC 394,G,13.83,Pisces,0.64,17.10854,33.14797,Autumn
NGC0395,NGC,,,NGC 395,,NGC 395,OCl,,Tucana,1.50,16.28467,-71.99072,Unknown
NGC0396,NGC,,,NGC 396,,NGC 396,G,,Pisces,0.62,17.03500,4.53086,Autumn
NGC0397,NGC,,,NGC 397,,NGC 397,G,14.58,Pisces,0.65,17.12958,33.10919,Autumn
NGC0398,NGC,,,NGC 398,,NGC 398,G,15.34,Pisces,0.83,17.22362,32.51453,Autumn
NGC0399,NGC,,,NGC 399,,NGC 399,G,14.44,Pisces,1.12,17.24667,32.63431,Autumn
NGC0400,NGC,,,NGC 400,,NGC 400,*,,Pisces,,17.26037,32.73242,Autumn
NGC0401,NGC,,,NGC 401,,NGC 401,*,,Pisces,,17.28217,32.75933,Autumn
NGC0402,NGC,,,NGC 402,,NGC 402,*,,Pisces,,17.30567,32.80625,Autumn
NGC0403,NGC,,,NGC 403,,NGC 403,G,13.18,Pisces,2.40,17.30900,32.75214,Autumn
NGC0404,NGC,,,NGC 404,,NGC 404,G,10.55,Andromeda,3.40,17.36258,35.71814,Autumn
NGC0405,NGC,,,NGC 405,,NGC 405,Other,6.89,Phoenix,,17.14212,-46.66850,Unknown
NGC0406,NGC,,,NGC 406,,NGC 406,G,12.46,Tucana,2.44,16.85438,-69.87917,Unknown
NGC0407,NGC,,,NGC 407,,NGC 407,G,14.3,Pisces,2.00,17.65233,33.12650,Autumn
NGC0408,NGC,,,NGC 408,,NGC 408,*,,Pisces,,17.71288,33.15128,Autumn
NGC0409,NGC,,,NGC 409,,NGC 409,G,14.08,Sculptor,1.36,17.38842,-35.80561,Unknown
NGC0410,NGC,,,NGC 410,,NGC 410,G,11.48,Pisces,2.37,17.74542,33.15189,Autumn
NGC0411,NGC,,,NGC 411,,NGC 411,OCl,12.1,Tucana,2.10,16.98196,-71.76836,Unknown
NGC0413,NGC,,,NGC 413,,NGC 413,G,15.06,Cetus,1.05,18.13083,-2.79342,Autumn
NGC0414,NGC,,,NGC 414,,NGC 414,GPair,,Pisces,0.75,17.82417,33.11278,Autumn
NGC0414 NED01,NGC,,,NGC0414 NED01,,NGC0414 NED01,G,14.45,Pisces,0.74,17.82283,33.11389,Autumn
NGC0414 NED02,NGC,,,NGC0414 NED02,,NGC0414 NED02,G,,Pisces,0.45,17.82479,33.11225,Autumn
NGC0415,NGC,,,NGC 415,,NGC 415,G,14.3,Sculptor,1.57,17.52371,-35.49078,Unknown
NGC0416,NGC,,,NGC 416,,NGC 416,GCl,11.76,Tucana,1.70,16.99375,-72.35506,Unknown
NGC0417,NGC,,,NGC 417,,NGC 417,G,15.29,Cetus,1.08,17.77317,-18.14833,Autumn
NGC0418,NGC,,,NGC 418,,NGC 418,G,12.58,Sculptor,1.98,17.64842,-30.22128,Unknown
NGC0419,NGC,,,NGC 419,,NGC 419,GCl,10.5,Tucana,2.80,17.07154,-72.88350,Unknown
NGC0420,NGC,,,NGC 420,,NGC 420,G,13.36,Pisces,1.38,18.04021,32.12317,Autumn
NGC0421,NGC,,,NGC 421,,NGC 421,Other,,Pisces,,18.06025,32.12350,Autumn
NGC0422,NGC,,,NGC 422,,NGC 422,OCl,13.26,Tucana,1.00,17.35579,-71.76722,Unknown
